,context,ut,bt,bt_plus_1,diff,related_placeholders
913," A:Hello, I am here to help you look for a movie trailer. B:Do you have a movie recommendation? A:Sure, what kind of movies do you enjoy? B:I enjoy [MOVIE_GENRE_0] [MOVIE_GENRE_1] [MOVIE_GENRE_2] and children's movies. A:Pixar has a great selection of children's movies that also appeal to adults, are you familiar with Pixar? B:Yes, that is from Disney right? A:Disney owns them, but they do their own work. I highly recommend the movie [MOVIE_TITLE_0] It's a heart warming journey with a little boy and his talking dog. They float their house with balloons and go on an [MOVIE_GENRE_3] B:Is that the one with the older man as well? A:Yes, very colorful and little sad at first but a fun journey. Would you prefer something less modern?","No I think that would be great. I haven't watched it because it looked sad, but I think I'll give it a try.","['[MOVIE_GENRE_1]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_3]']","['[MOVIE_GENRE_1]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_3]', '[MOVIE_TITLE_1]']",['[MOVIE_TITLE_1]'],['[MOVIE_TITLE_1]']
914, A:hello there,hi how are you?,[],[],[],[]
915, A:hello there B:hi how are you? A:do you likw watching movies?,I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites,[],[],[],[]
916, A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to,do you have any good sugegstions for a comdey movie too see?,[],"['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_P_DIRECTOR_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_DIRECTOR_0]']"
917," A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to B:do you have any good sugegstions for a comdey movie too see? A:Director: Chris Addison Writers: [MOVIE_P_DIRECTOR_0] by), [MOVIE_P_DIRECTOR_0] by) | 5 more credits  Stars: [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2] See full cast & crew",That sounds intresting is there a trailer for this ?,"['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']",[],['[MOVIE_TITLE_0]']
918," A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to B:do you have any good sugegstions for a comdey movie too see? A:Director: Chris Addison Writers: [MOVIE_P_DIRECTOR_0] by), [MOVIE_P_DIRECTOR_0] by) | 5 more credits  Stars: [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2] See full cast & crew B:That sounds intresting is there a trailer for this ? A:yes the movie is [MOVIE_TITLE_0]r",Sweet I think i have heard for it but not seen the trailer I think Ill watch it,[],[],[],[]
919," A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to B:do you have any good sugegstions for a comdey movie too see? A:Director: Chris Addison Writers: [MOVIE_P_DIRECTOR_0] by), [MOVIE_P_DIRECTOR_0] by) | 5 more credits  Stars: [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2] See full cast & crew B:That sounds intresting is there a trailer for this ? A:yes the movie is [MOVIE_TITLE_0]r B:Sweet I think i have heard for it but not seen the trailer I think Ill watch it A:nice talking to you",nice talking to you  any more suggestions ?,[],[],[],['[MOVIE_TITLE_1]']
920," A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to B:do you have any good sugegstions for a comdey movie too see? A:Director: Chris Addison Writers: [MOVIE_P_DIRECTOR_0] by), [MOVIE_P_DIRECTOR_0] by) | 5 more credits  Stars: [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2] See full cast & crew B:That sounds intresting is there a trailer for this ? A:yes the movie is [MOVIE_TITLE_0]r B:Sweet I think i have heard for it but not seen the trailer I think Ill watch it A:nice talking to you B:nice talking to you  any more suggestions ? A:yes [MOVIE_TITLE_1] movie",I have seen shaft it is good film,[],[],[],[]
921," A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to B:do you have any good sugegstions for a comdey movie too see? A:Director: Chris Addison Writers: [MOVIE_P_DIRECTOR_0] by), [MOVIE_P_DIRECTOR_0] by) | 5 more credits  Stars: [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2] See full cast & crew B:That sounds intresting is there a trailer for this ? A:yes the movie is [MOVIE_TITLE_0]r B:Sweet I think i have heard for it but not seen the trailer I think Ill watch it A:nice talking to you B:nice talking to you  any more suggestions ? A:yes [MOVIE_TITLE_1] movie B:I have seen shaft it is good film A:yes and the trailer is a nice one",i don' think i have seen the trailer would like to watch that one,[],[],[],[]
922," A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to B:do you have any good sugegstions for a comdey movie too see? A:Director: Chris Addison Writers: [MOVIE_P_DIRECTOR_0] by), [MOVIE_P_DIRECTOR_0] by) | 5 more credits  Stars: [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2] See full cast & crew B:That sounds intresting is there a trailer for this ? A:yes the movie is [MOVIE_TITLE_0]r B:Sweet I think i have heard for it but not seen the trailer I think Ill watch it A:nice talking to you B:nice talking to you  any more suggestions ? A:yes [MOVIE_TITLE_1] movie B:I have seen shaft it is good film A:yes and the trailer is a nice one B:i don' think i have seen the trailer would like to watch that one A:have a good day",have a good day as well,[],[],[],[]
923," A:hello there B:hi how are you? A:do you likw watching movies? B:I love watching film comdeys and [MOVIE_GENRE_0] moives are my favorites A:nice i love them to B:do you have any good sugegstions for a comdey movie too see? A:Director: Chris Addison Writers: [MOVIE_P_DIRECTOR_0] by), [MOVIE_P_DIRECTOR_0] by) | 5 more credits  Stars: [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2] See full cast & crew B:That sounds intresting is there a trailer for this ? A:yes the movie is [MOVIE_TITLE_0]r B:Sweet I think i have heard for it but not seen the trailer I think Ill watch it A:nice talking to you B:nice talking to you  any more suggestions ? A:yes [MOVIE_TITLE_1] movie B:I have seen shaft it is good film A:yes and the trailer is a nice one B:i don' think i have seen the trailer would like to watch that one A:have a good day B:have a good day as well A:good bye",good bye,[],[],[],[]
924," A:Hello, how are you? I went to the movie theater last night and saw [MOVIE_TITLE_0], it was awesome! Have you seen it yet, or been to the movies lately? I absolutely see why [MOVIE_TITLE_0] was rated at around 97% rotten tomatoes.","Hello, I am well thanks for asking. How are you? I can't say I have seen that movie or even heard of it. I am interested in a [MOVIE_GENRE_0] is there anything that you would recommend?",[],[],[],"['[MOVIE_TITLE_2]', '[MOVIE_GENRE_1]']"
925," A:Hello, how are you? I went to the movie theater last night and saw [MOVIE_TITLE_0], it was awesome! Have you seen it yet, or been to the movies lately? I absolutely see why [MOVIE_TITLE_0] was rated at around 97% rotten tomatoes. B:Hello, I am well thanks for asking. How are you? I can't say I have seen that movie or even heard of it. I am interested in a [MOVIE_GENRE_0] is there anything that you would recommend? A:Have you seen [MOVIE_TITLE_2] on netflix? Part 1 came out last year, and part 2 was recently released! It plays off the narrative of the first one and has some very interesting romances/flings/secret relationships... Plus it has some heart warming [MOVIE_GENRE_1] Do you like any other movie types?","No, I haven't see that movie. What is it about? Who play in that movie? I love all kind of movies but more interested in a [MOVIE_GENRE_0] at the moment.",[],[],[],['[MOVIE_TITLE_3]']
926," A:Hello, how are you? I went to the movie theater last night and saw [MOVIE_TITLE_0], it was awesome! Have you seen it yet, or been to the movies lately? I absolutely see why [MOVIE_TITLE_0] was rated at around 97% rotten tomatoes. B:Hello, I am well thanks for asking. How are you? I can't say I have seen that movie or even heard of it. I am interested in a [MOVIE_GENRE_0] is there anything that you would recommend? A:Have you seen [MOVIE_TITLE_2] on netflix? Part 1 came out last year, and part 2 was recently released! It plays off the narrative of the first one and has some very interesting romances/flings/secret relationships... Plus it has some heart warming [MOVIE_GENRE_1] Do you like any other movie types? B:No, I haven't see that movie. What is it about? Who play in that movie? I love all kind of movies but more interested in a [MOVIE_GENRE_0] at the moment. A:[MOVIE_PLOT] [MOVIE_PLOT] I would recommend the second newer one, but since you haven't seen the first I would start by recommending that one. [MOVIE_PLOT] [MOVIE_PLOT] The movie is all about [MOVIE_PLOT] [MOVIE_PLOT]",OH WOW! I know she was like OMG. I am curious on how the letters got out. I glad that never happened to me. I am also curious on who will it be as well.,[],[],[],"['[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']"
927," A:Hello, how are you? I went to the movie theater last night and saw [MOVIE_TITLE_0], it was awesome! Have you seen it yet, or been to the movies lately? I absolutely see why [MOVIE_TITLE_0] was rated at around 97% rotten tomatoes. B:Hello, I am well thanks for asking. How are you? I can't say I have seen that movie or even heard of it. I am interested in a [MOVIE_GENRE_0] is there anything that you would recommend? A:Have you seen [MOVIE_TITLE_2] on netflix? Part 1 came out last year, and part 2 was recently released! It plays off the narrative of the first one and has some very interesting romances/flings/secret relationships... Plus it has some heart warming [MOVIE_GENRE_1] Do you like any other movie types? B:No, I haven't see that movie. What is it about? Who play in that movie? I love all kind of movies but more interested in a [MOVIE_GENRE_0] at the moment. A:[MOVIE_PLOT] [MOVIE_PLOT] I would recommend the second newer one, but since you haven't seen the first I would start by recommending that one. [MOVIE_PLOT] [MOVIE_PLOT] The movie is all about [MOVIE_PLOT] [MOVIE_PLOT] B:OH WOW! I know she was like OMG. I am curious on how the letters got out. I glad that never happened to me. I am also curious on who will it be as well. A:You should watch the movie so you can find out. It stars a handful of Netflix's new age of top actors and actresses like [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], and [MOVIE_P_ACTOR_2].",Okay awesome I will watch it thank you,[],[],[],[]
928," A:Hello, how are you? I went to the movie theater last night and saw [MOVIE_TITLE_0], it was awesome! Have you seen it yet, or been to the movies lately? I absolutely see why [MOVIE_TITLE_0] was rated at around 97% rotten tomatoes. B:Hello, I am well thanks for asking. How are you? I can't say I have seen that movie or even heard of it. I am interested in a [MOVIE_GENRE_0] is there anything that you would recommend? A:Have you seen [MOVIE_TITLE_2] on netflix? Part 1 came out last year, and part 2 was recently released! It plays off the narrative of the first one and has some very interesting romances/flings/secret relationships... Plus it has some heart warming [MOVIE_GENRE_1] Do you like any other movie types? B:No, I haven't see that movie. What is it about? Who play in that movie? I love all kind of movies but more interested in a [MOVIE_GENRE_0] at the moment. A:[MOVIE_PLOT] [MOVIE_PLOT] I would recommend the second newer one, but since you haven't seen the first I would start by recommending that one. [MOVIE_PLOT] [MOVIE_PLOT] The movie is all about [MOVIE_PLOT] [MOVIE_PLOT] B:OH WOW! I know she was like OMG. I am curious on how the letters got out. I glad that never happened to me. I am also curious on who will it be as well. A:You should watch the movie so you can find out. It stars a handful of Netflix's new age of top actors and actresses like [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], and [MOVIE_P_ACTOR_2]. B:Okay awesome I will watch it thank you A:Great, so would you like to watch the trailer first?","Yes, do you have the link?",[],[],[],[]
929," A:Hello, how are you? I went to the movie theater last night and saw [MOVIE_TITLE_0], it was awesome! Have you seen it yet, or been to the movies lately? I absolutely see why [MOVIE_TITLE_0] was rated at around 97% rotten tomatoes. B:Hello, I am well thanks for asking. How are you? I can't say I have seen that movie or even heard of it. I am interested in a [MOVIE_GENRE_0] is there anything that you would recommend? A:Have you seen [MOVIE_TITLE_2] on netflix? Part 1 came out last year, and part 2 was recently released! It plays off the narrative of the first one and has some very interesting romances/flings/secret relationships... Plus it has some heart warming [MOVIE_GENRE_1] Do you like any other movie types? B:No, I haven't see that movie. What is it about? Who play in that movie? I love all kind of movies but more interested in a [MOVIE_GENRE_0] at the moment. A:[MOVIE_PLOT] [MOVIE_PLOT] I would recommend the second newer one, but since you haven't seen the first I would start by recommending that one. [MOVIE_PLOT] [MOVIE_PLOT] The movie is all about [MOVIE_PLOT] [MOVIE_PLOT] B:OH WOW! I know she was like OMG. I am curious on how the letters got out. I glad that never happened to me. I am also curious on who will it be as well. A:You should watch the movie so you can find out. It stars a handful of Netflix's new age of top actors and actresses like [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], and [MOVIE_P_ACTOR_2]. B:Okay awesome I will watch it thank you A:Great, so would you like to watch the trailer first? B:Yes, do you have the link? A:It's on netflix and youtube",Okay. thanks going to watch it now :),[],[],[],[]
930, A:hi,Hello I was wondering if you had a good recommendation for a [MOVIE_GENRE_0] or [MOVIE_GENRE_1] movie?,['[MOVIE_GENRE_1]'],"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_1]'],"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_1]']"
931," A:Hey, I'm here to help you look for a movie trailer.","great, thank you",[],[],[],[]
932," A:Hey, I'm here to help you look for a movie trailer. B:great, thank you A:Do you know what kind of movie trailers you would like to view? B:I really like movies based on [MOVIE_GENRE_0] or historical figures A:What's the last movie you watched and would you want one with a similar story or a different one? B:The last film I saw was that [MOVIE_P_ACTOR_0] [MOVIE_TITLE_0] A:Do you want a movie with a similar story or different one?",Similar would be fine,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]']
933," A:Hey, I'm here to help you look for a movie trailer. B:great, thank you A:Do you know what kind of movie trailers you would like to view? B:I really like movies based on [MOVIE_GENRE_0] or historical figures A:What's the last movie you watched and would you want one with a similar story or a different one? B:The last film I saw was that [MOVIE_P_ACTOR_0] [MOVIE_TITLE_0] A:Do you want a movie with a similar story or different one? B:Similar would be fine A:Since you said you like [MOVIE_GENRE_0] or historical figures, I think I have an idea of a movie for you to watch.","That would be great, I appreciate it","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_1]']
934," A:Hey, I'm here to help you look for a movie trailer. B:great, thank you A:Do you know what kind of movie trailers you would like to view? B:I really like movies based on [MOVIE_GENRE_0] or historical figures A:What's the last movie you watched and would you want one with a similar story or a different one? B:The last film I saw was that [MOVIE_P_ACTOR_0] [MOVIE_TITLE_0] A:Do you want a movie with a similar story or different one? B:Similar would be fine A:Since you said you like [MOVIE_GENRE_0] or historical figures, I think I have an idea of a movie for you to watch. B:That would be great, I appreciate it A:What about the movie [MOVIE_TITLE_1]","That's a good idea, about [MOVIE_P_ACTOR_1], I forgot about that one. Wasn't the actress nominated for an [MOVIE_TITLE_2]? I don't know much about [MOVIE_P_ACTOR_1], so that would be a good way to learn something too",[],[],[],[]
935," A:Hey, I'm here to help you look for a movie trailer. B:great, thank you A:Do you know what kind of movie trailers you would like to view? B:I really like movies based on [MOVIE_GENRE_0] or historical figures A:What's the last movie you watched and would you want one with a similar story or a different one? B:The last film I saw was that [MOVIE_P_ACTOR_0] [MOVIE_TITLE_0] A:Do you want a movie with a similar story or different one? B:Similar would be fine A:Since you said you like [MOVIE_GENRE_0] or historical figures, I think I have an idea of a movie for you to watch. B:That would be great, I appreciate it A:What about the movie [MOVIE_TITLE_1] B:That's a good idea, about [MOVIE_P_ACTOR_1], I forgot about that one. Wasn't the actress nominated for an [MOVIE_TITLE_2]? I don't know much about [MOVIE_P_ACTOR_1], so that would be a good way to learn something too A:Yes, that was the actress. So would you like to watch this movie trailer?","I think I would, yes",[],[],[],[]
936," A:Hey, I'm here to help you look for a movie trailer. B:great, thank you A:Do you know what kind of movie trailers you would like to view? B:I really like movies based on [MOVIE_GENRE_0] or historical figures A:What's the last movie you watched and would you want one with a similar story or a different one? B:The last film I saw was that [MOVIE_P_ACTOR_0] [MOVIE_TITLE_0] A:Do you want a movie with a similar story or different one? B:Similar would be fine A:Since you said you like [MOVIE_GENRE_0] or historical figures, I think I have an idea of a movie for you to watch. B:That would be great, I appreciate it A:What about the movie [MOVIE_TITLE_1] B:That's a good idea, about [MOVIE_P_ACTOR_1], I forgot about that one. Wasn't the actress nominated for an [MOVIE_TITLE_2]? I don't know much about [MOVIE_P_ACTOR_1], so that would be a good way to learn something too A:Yes, that was the actress. So would you like to watch this movie trailer? B:I think I would, yes A:Are you planning on watching the movie tonight?","I might if it looks interesting, I have no plans",[],[],[],[]
